
🍁凯少爷🍁酒店,#genre#
优漫卡通,http://dx.joygala.cn:8118/rtp/239.49.8.119:8000
优漫卡通,http://foreveryyl.top:8001/rtp/239.49.8.119:8000
优漫卡通,http://j1900.silicaite.top:58888/rtp/239.49.8.119:8000
教育频道,#genre#
中国教育1,http://dx.joygala.cn:8118/rtp/239.49.8.115:8000
中国教育1,http://foreveryyl.top:8001/rtp/239.49.8.115:8000
中国教育1,http://j1900.silicaite.top:58888/rtp/239.49.8.115:8000
中国教育4,http://dx.joygala.cn:8118/rtp/239.49.0.125:8000
中国教育4,http://foreveryyl.top:8001/rtp/239.49.0.125:8000
中国教育4,http://j1900.silicaite.top:58888/rtp/239.49.0.125:8000
CGTN,http://dx.joygala.cn:8118/rtp/239.49.0.9:8064
CGTN,http://foreveryyl.top:8001/rtp/239.49.0.9:8064
CGTN,http://j1900.silicaite.top:58888/rtp/239.49.0.9:8064
CGTN俄语,http://dx.joygala.cn:8118/rtp/239.49.0.111:8000
CGTN俄语,http://foreveryyl.top:8001/rtp/239.49.0.111:8000
CGTN俄语,http://j1900.silicaite.top:58888/rtp/239.49.0.111:8000

河南电信(新),#genre#

CCTV-1,http://222.85.81.15:6060/PLTV1/40/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-2,http://222.85.81.15:6060/PLTV1/60/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-3,http://222.85.81.15:6060/PLTV1/80/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-4,http://222.85.81.15:6060/PLTV1/100/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-5,http://222.85.81.15:6060/PLTV1/120/index.m3u8?icpid=dxrm1&servicetype=1
CCTV5+,http://222.85.81.15:6060/PLTV1/380/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-6,http://222.85.81.15:6060/PLTV1/140/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-7,http://222.85.81.15:6060/PLTV1/160/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-8,http://222.85.81.15:6060/PLTV1/180/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-9,http://222.85.81.15:6060/PLTV1/200/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-10,http://222.85.81.15:6060/PLTV1/220/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-11,http://222.85.81.15:6060/PLTV1/240/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-12,http://222.85.81.15:6060/PLTV1/260/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-13,http://222.85.81.15:6060/PLTV1/280/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-14,http://222.85.81.15:6060/PLTV1/320/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-15,http://222.85.81.15:6060/PLTV1/300/index.m3u8?icpid=dxrm1&servicetype=1
CCTV-17,http://222.85.81.15:6060/PLTV1/360/index.m3u8?icpid=dxrm1&servicetype=1

北京卫视,http://222.85.81.15:6060/PLTV1/1020/index.m3u8?icpid=dxrm1&servicetype=1
天津卫视,http://222.85.81.15:6060/PLTV1/1300/index.m3u8?icpid=dxrm1&servicetype=1
重庆卫视,http://222.85.81.15:6060/PLTV1/1340/index.m3u8?icpid=dxrm1&servicetype=1
深圳卫视,http://222.85.81.15:6060/PLTV1/1240/index.m3u8?icpid=dxrm1&servicetype=1
黑龙江卫视,http://222.85.81.15:6060/PLTV1/1060/index.m3u8?icpid=dxrm1&servicetype=1
吉林卫视,http://222.85.81.15:6060/PLTV1/1360/index.m3u8?icpid=dxrm1&servicetype=1
辽宁卫视,http://222.85.81.15:6060/PLTV1/1120/index.m3u8?icpid=dxrm1&servicetype=1
河南卫视,http://222.85.81.15:6060/PLTV1/580/index.m3u8?icpid=dxrm1&servicetype=1
河北卫视,http://222.85.81.15:6060/PLTV1/1180/index.m3u8?icpid=dxrm1&servicetype=1
山东卫视,http://222.85.81.15:6060/PLTV1/1080/index.m3u8?icpid=dxrm1&servicetype=1
山西卫视,http://222.85.81.15:6060/PLTV1/1460/index.m3u8?icpid=dxrm1&servicetype=1
湖南卫视,http://222.85.81.15:6060/PLTV1/1220/index.m3u8?icpid=dxrm1&servicetype=1
湖北卫视,http://222.85.81.15:6060/PLTV1/1280/index.m3u8?icpid=dxrm1&servicetype=1
安徽卫视,http://222.85.81.15:6060/PLTV1/1100/index.m3u8?icpid=dxrm1&servicetype=1
江苏卫视,http://222.85.81.15:6060/PLTV1/1000/index.m3u8?icpid=dxrm1&servicetype=1
浙江卫视,http://222.85.81.15:6060/PLTV1/960/index.m3u8?icpid=dxrm1&servicetype=1
东南卫视,http://222.85.81.15:6060/PLTV1/1400/index.m3u8?icpid=dxrm1&servicetype=1
东方卫视,http://222.85.81.15:6060/PLTV1/980/index.m3u8?icpid=dxrm1&servicetype=1
云南卫视,http://222.85.81.15:6060/PLTV1/1320/index.m3u8?icpid=dxrm1&servicetype=1
贵州卫视,http://222.85.81.15:6060/PLTV1/1160/index.m3u8?icpid=dxrm1&servicetype=1
四川卫视,http://222.85.81.15:6060/PLTV1/1260/index.m3u8?icpid=dxrm1&servicetype=1
江西卫视,http://222.85.81.15:6060/PLTV1/1200/index.m3u8?icpid=dxrm1&servicetype=1
陕西卫视,http://222.85.81.15:6060/PLTV1/1140/index.m3u8?icpid=dxrm1&servicetype=1
甘肃卫视,http://222.85.81.15:6060/PLTV1/1500/index.m3u8?icpid=dxrm1&servicetype=1
宁夏卫视,http://222.85.81.15:6060/PLTV1/1380/index.m3u8?icpid=dxrm1&servicetype=1
内蒙古卫视,http://222.85.81.15:6060/PLTV1/1420/index.m3u8?icpid=dxrm1&servicetype=1
青海卫视,http://222.85.81.15:6060/PLTV1/1520/index.m3u8?icpid=dxrm1&servicetype=1
新疆卫视,http://222.85.81.15:6060/PLTV1/1620/index.m3u8?icpid=dxrm1&servicetype=1
西藏卫视,http://222.85.81.15:6060/PLTV1/1640/index.m3u8?icpid=dxrm1&servicetype=1
广东卫视,http://222.85.81.15:6060/PLTV1/1040/index.m3u8?icpid=dxrm1&servicetype=1
海南卫视,http://222.85.81.15:6060/PLTV1/1480/index.m3u8?icpid=dxrm1&servicetype=1


河南卫视4K,http://222.85.81.15:6060/PLTV2/2780/index.m3u8?icpid=dxrm2&servicetype=1
新闻频道,http://222.85.81.15:6060/PLTV1/720/index.m3u8?icpid=dxrm1&servicetype=1
法治频道,http://222.85.81.15:6060/PLTV1/640/index.m3u8?icpid=dxrm1&servicetype=1
都市频道,http://222.85.81.15:6060/PLTV1/600/index.m3u8?icpid=dxrm1&servicetype=1
民生频道,http://222.85.81.15:6060/PLTV1/620/index.m3u8?icpid=dxrm1&servicetype=1
乡村频道,http://222.85.81.15:6060/PLTV1/780/index.m3u8?icpid=dxrm1&servicetype=1
公共频道,http://222.85.81.15:6060/PLTV1/760/index.m3u8?icpid=dxrm1&servicetype=1
电视剧频道,http://222.85.81.15:6060/PLTV1/660/index.m3u8?icpid=dxrm1&servicetype=1
移动戏曲,http://222.85.81.15:6060/PLTV1/800/index.m3u8?icpid=dxrm1&servicetype=1
睛彩中原,http://222.85.81.15:6060/PLTV1/700/index.m3u8?icpid=dxrm1&servicetype=1
梨园频道,http://222.85.81.15:6060/PLTV1/840/index.m3u8?icpid=dxrm1&servicetype=1
调解剧场,http://222.85.81.15:6060/PLTV1/920/index.m3u8?icpid=dxrm1&servicetype=1
睛彩中原,http://222.85.81.15:6060/PLTV1/700/index.m3u8?icpid=dxrm1&servicetype=1
风尚河南,http://222.85.81.15:6060/PLTV1/940/index.m3u8?icpid=dxrm1&servicetype=1
文物宝库,http://222.85.81.15:6060/PLTV1/820/index.m3u8?icpid=dxrm1&servicetype=1
武术世界,http://222.85.81.15:6060/PLTV1/860/index.m3u8?icpid=dxrm1&servicetype=1
棋牌汇,http://222.85.81.15:6060/PLTV1/900/index.m3u8?icpid=dxrm1&servicetype=1
美食汇,http://222.85.81.15:6060/PLTV1/880/index.m3u8?icpid=dxrm1&servicetype=1
国学频道,http://222.85.81.15:6060/PLTV2/3720/index.m3u8?icpid=dxrm2&servicetype=1

中国教育-1,http://222.85.81.15:6060/PLTV1/400/index.m3u8?icpid=dxrm1&servicetype=1
优漫卡通,http://222.85.81.15:6060/PLTV1/1660/index.m3u8?icpid=dxrm1&servicetype=1
嘉佳卡通,http://222.85.81.15:6060/PLTV1/1560/index.m3u8?icpid=dxrm1&servicetype=1
金鹰卡通,http://222.85.81.15:6060/PLTV1/1540/index.m3u8?icpid=dxrm1&servicetype=1
卡酷动画,http://222.85.81.15:6060/PLTV1/1580/index.m3u8?icpid=dxrm1&servicetype=1
炫动卡通,http://222.85.81.15:6060/PLTV1/1600/index.m3u8?icpid=dxrm1&servicetype=1
